,Contract Date,Property Unit Number,Property House Number,Property Locality,State,Purchase Price,Postcode,Street,Year,Quarter,prev_quarterly_median
230,1999-04-01 00:00:00+00:00,,391,CHATSWOOD,NSW,352500,2067,MOWBRAY,1999,2,343750
231,1999-06-22 00:00:00+00:00,,906 - 912,CHATSWOOD,NSW,255000,2067,PACIFIC,1999,2,350000
232,1999-06-22 00:00:00+00:00,,9,CHATSWOOD,NSW,212300,2067,VIEW,1999,2,343750
233,1999-06-30 00:00:00+00:00,,1 - 3,CHATSWOOD,NSW,250000,2067,GORDON,1999,2,355000
234,1999-07-07 00:00:00+00:00,,135,PANANIA,NSW,507000,2067,WESTON,1999,3,303360
235,1999-07-12 00:00:00+00:00,4,169 - 179,PANANIA,NSW,473100,2067,HORSLEY,1999,3,303360
236,1999-07-14 00:00:00+00:00,,21,CHATSWOOD,NSW,447000,2067,ORCHARD,1999,3,303360
237,1999-07-16 00:00:00+00:00,,87,PANANIA,NSW,263500,2213,VICTOR,1999,3,213500
238,1999-07-30 00:00:00+00:00,,9,CHATSWOOD,NSW,296600,2067,DAVIES,1999,3,296000
239,1999-08-06 00:00:00+00:00,74,,CHATSWOOD,NSW,310000,2067,,1999,3,288750
240,1999-08-16 00:00:00+00:00,,113,PANANIA,NSW,408800,2067,HORSLEY,1999,3,296000
241,1999-08-16 00:00:00+00:00,253,,CHATSWOOD,NSW,290000,2067,,1999,3,287000
242,1999-08-16 00:00:00+00:00,92,,CHATSWOOD,NSW,285000,2067,,1999,3,296000
243,1999-08-22 00:00:00+00:00,,20,PANANIA,NSW,255000,2067,HODGKINSON,1999,3,362500
244,1999-09-03 00:00:00+00:00,,15,CHATSWOOD,NSW,320800,2067,NERIDAH,1999,3,296000
245,1999-09-07 00:00:00+00:00,215,,CHATSWOOD,NSW,313100,2067,,1999,3,296000
246,1999-09-23 00:00:00+00:00,,21 - 23,CHATSWOOD,NSW,301600,2067,GOODCHAP,1999,3,296000
247,1999-09-27 00:00:00+00:00,,31 - 37,CHATSWOOD,NSW,255000,2213,VICTOR,1999,3,247500
248,1999-10-22 00:00:00+00:00,,460 - 470,CHATSWOOD,NSW,350000,2067,VICTORIA,1999,4,335000
249,1999-10-29 00:00:00+00:00,,22,PANANIA,NSW,220800,2067,HAZELGLEN,1999,4,366250
250,1999-10-29 00:00:00+00:00,,54A,PANANIA,NSW,200800,2067,PICNIC POINT,1999,4,366250
251,1999-10-29 00:00:00+00:00,,2,CHATSWOOD,NSW,210800,2067,TRYON,1999,4,366250
252,1999-10-29 00:00:00+00:00,,,,,195000,2213,,1999,4,255000
